#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       1.168134e+00       2.695369e-01       4.677456e-01       3.045650e-02       1.103230e-02       2.544093e-02
          10       1.169950e+00       2.690048e-01       4.683893e-01       4.394418e-02       1.421093e-02       3.453303e-02
          20       1.174977e+00       2.768375e-01       4.706655e-01       3.548425e-02       8.847726e-03       2.816743e-02
          30       1.180816e+00       2.664096e-01       4.734473e-01       2.540174e-02       8.673748e-03       1.990943e-02
          40       1.192277e+00       2.733887e-01       4.777429e-01       2.079755e-02       1.039991e-02       1.696768e-02
          50       1.200907e+00       2.717173e-01       4.810177e-01       3.370933e-02       1.136388e-02       2.564026e-02
          60       1.206420e+00       2.673401e-01       4.830383e-01       4.334575e-02       1.694723e-02       3.621263e-02
          70       1.211014e+00       2.756320e-01       4.847488e-01       4.064764e-02       1.066521e-02       3.229871e-02
          80       1.209708e+00       2.683713e-01       4.846924e-01       2.862520e-02       1.813438e-02       2.264784e-02
          90       1.207693e+00       2.585767e-01       4.842730e-01       2.876138e-02       1.432533e-02       2.256390e-02
         100       1.203614e+00       2.639583e-01       4.824291e-01       4.463521e-02       3.465016e-02       3.832718e-02
         110       1.196690e+00       2.540049e-01       4.796457e-01       5.622345e-02       1.446369e-02       4.339370e-02
         120       1.187018e+00       2.616172e-01       4.754217e-01       5.913203e-02       1.641981e-02       4.252165e-02
         130       1.178941e+00       2.540366e-01       4.731164e-01       3.947109e-02       2.268015e-02       2.872362e-02
         140       1.174139e+00       2.474981e-01       4.720471e-01       5.017661e-02       2.357408e-02       3.314221e-02
         150       1.180529e+00       2.679065e-01       4.730288e-01       4.637004e-02       1.867953e-02       3.787549e-02
         160       1.187453e+00       2.668892e-01       4.754991e-01       4.919711e-02       1.240015e-02       3.991439e-02
         170       1.190496e+00       2.592688e-01       4.771879e-01       4.555016e-02       1.975607e-02       3.479464e-02
         180       1.194510e+00       2.692871e-01       4.788742e-01       2.837705e-02       9.747446e-03       2.240571e-02
         190       1.194564e+00       2.695840e-01       4.790044e-01       2.928267e-02       1.700161e-02       2.175207e-02
         200       1.197796e+00       2.743107e-01       4.798839e-01       2.867205e-02       6.369614e-03       2.207045e-02
         210       1.197034e+00       2.775101e-01       4.792156e-01       3.812660e-02       1.299520e-02       3.176431e-02
         220       1.193482e+00       2.715509e-01       4.778332e-01       3.787720e-02       9.216647e-03       2.997655e-02
         230       1.189065e+00       2.764286e-01       4.761782e-01       2.446149e-02       4.460456e-03       1.865744e-02
         240       1.184266e+00       2.763530e-01       4.743628e-01       2.097925e-02       8.127553e-03       1.743582e-02
         250       1.179842e+00       2.672878e-01       4.728528e-01       3.532908e-02       5.590999e-03       2.634049e-02
         260       1.177821e+00       2.755505e-01       4.718921e-01       4.214602e-02       2.530033e-02       3.574060e-02
         270       1.176833e+00       2.678292e-01       4.717344e-01       3.841763e-02       1.442980e-02       2.972876e-02
         280       1.176438e+00       2.604271e-01       4.717044e-01       2.427771e-02       1.412558e-02       2.073646e-02
         290       1.181657e+00       2.811355e-01       4.732768e-01       1.938861e-02       3.648680e-03       1.518301e-02
         300       1.185432e+00       2.738398e-01       4.747475e-01       3.700225e-02       7.441571e-03       2.771418e-02
         310       1.191032e+00       2.670771e-01       4.771006e-01       4.851575e-02       9.510303e-03       3.891384e-02
         320       1.196136e+00       2.636890e-01       4.794492e-01       4.368988e-02       2.564032e-02       3.684889e-02
         330       1.199832e+00       2.552073e-01       4.813626e-01       2.653367e-02       1.522409e-02       2.123601e-02
         340       1.204531e+00       2.641922e-01       4.826522e-01       3.369194e-02       1.916755e-02       2.825077e-02
         350       1.209042e+00       2.832830e-01       4.839775e-01       2.989412e-02       1.681330e-02       2.475400e-02
         360       1.208030e+00       2.688730e-01       4.837316e-01       3.934706e-02       1.289706e-02       3.155788e-02
         370       1.202303e+00       2.647317e-01       4.817788e-01       4.638385e-02       1.844928e-02       3.777622e-02
         380       1.193180e+00       2.606590e-01       4.788612e-01       3.717891e-02       2.083654e-02       3.072138e-02
         390       1.184206e+00       2.636063e-01       4.754072e-01       3.113765e-02       1.521991e-02       2.383912e-02
         400       1.181150e+00       2.666408e-01       4.732594e-01       4.494081e-02       1.232329e-02       3.663786e-02
         410       1.177931e+00       2.700065e-01       4.715158e-01       4.735696e-02       8.147958e-03       3.617925e-02
         420       1.176093e+00       2.744464e-01       4.708438e-01       3.189072e-02       6.963804e-03       2.566358e-02
         430       1.175472e+00       2.777366e-01       4.708188e-01       1.727853e-02       1.122861e-02       1.451940e-02
         440       1.175956e+00       2.603241e-01       4.715165e-01       2.332315e-02       1.083740e-02       1.863769e-02
         450       1.181605e+00       2.646647e-01       4.735610e-01       2.854770e-02       9.776701e-03       2.354211e-02
         460       1.188729e+00       2.771664e-01       4.759714e-01       3.324351e-02       9.680876e-03       2.743088e-02
         470       1.194529e+00       2.793148e-01       4.782951e-01       2.933500e-02       6.473104e-03       2.446070e-02
         480       1.198320e+00       2.791077e-01       4.799091e-01       2.132338e-02       1.085276e-02       1.647485e-02
         490       1.202599e+00       2.772113e-01       4.815114e-01       2.515750e-02       7.983673e-03       1.958893e-02
         500       1.203821e+00       2.806557e-01       4.819823e-01       3.078332e-02       1.896810e-02       2.730570e-02
         510       1.203389e+00       2.773982e-01       4.819364e-01       3.102623e-02       1.290120e-02       2.471267e-02
         520       1.198552e+00       2.740201e-01       4.802379e-01       2.728921e-02       8.784929e-03       2.162024e-02
         530       1.190714e+00       2.606261e-01       4.775705e-01       2.295804e-02       9.762938e-03       1.776412e-02
         540       1.184854e+00       2.610724e-01       4.750367e-01       2.746304e-02       9.093855e-03       2.130185e-02
         550       1.179678e+00       2.769371e-01       4.722265e-01       4.307698e-02       1.747232e-02       3.557824e-02
         560       1.174347e+00       2.807069e-01       4.698331e-01       4.243351e-02       3.574508e-03       3.399883e-02
         570       1.168935e+00       2.820097e-01       4.678717e-01       3.595645e-02       9.289653e-03       2.691167e-02
         580       1.167605e+00       2.690308e-01       4.679113e-01       2.200210e-02       1.172415e-02       1.844438e-02
         590       1.168485e+00       2.657144e-01       4.689682e-01       4.122201e-02       1.933165e-02       2.946537e-02
         600       1.177316e+00       2.606073e-01       4.724147e-01       4.452239e-02       2.502210e-02       3.691524e-02
         610       1.187092e+00       2.635109e-01       4.760716e-01       4.598530e-02       1.465957e-02       3.398397e-02
         620       1.200097e+00       2.791434e-01       4.806430e-01       3.419328e-02       1.383007e-02       2.921209e-02
         630       1.211717e+00       2.889440e-01       4.849266e-01       2.676432e-02       1.753148e-02       2.297820e-02
         640       1.219648e+00       3.027618e-01       4.879312e-01       3.362736e-02       1.808415e-02       2.849721e-02
         650       1.220857e+00       2.940081e-01       4.875087e-01       5.054637e-02       1.483107e-02       3.402753e-02
         660       1.214351e+00       2.782942e-01       4.825880e-01       1.118426e-01       2.031008e-02       6.182371e-02
         670       1.207737e+00       2.711740e-01       4.809309e-01       7.274838e-02       1.513408e-02       4.544199e-02
         680       1.197602e+00       2.622149e-01       4.786061e-01       3.979346e-02       1.064832e-02       2.845761e-02
         690       1.186331e+00       2.645453e-01       4.745285e-01       4.628893e-02       1.117373e-02       3.479647e-02
