#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.371196e+00       5.768164e-01       9.496441e-01       1.364682e-02       5.795272e-03       1.121754e-02
          10       2.362414e+00       5.751548e-01       9.462801e-01       1.291646e-02       6.647149e-03       9.936484e-03
          20       2.356310e+00       5.637314e-01       9.449526e-01       1.228874e-02       7.456010e-03       9.854860e-03
          30       2.352211e+00       5.669206e-01       9.435890e-01       1.207339e-02       6.642692e-03       8.810004e-03
          40       2.349026e+00       5.753593e-01       9.414444e-01       1.442166e-02       6.640866e-03       1.029219e-02
          50       2.352430e+00       5.722670e-01       9.431058e-01       1.432958e-02       5.003645e-03       9.933643e-03
          60       2.356984e+00       5.615515e-01       9.457352e-01       1.090127e-02       5.068563e-03       7.665168e-03
          70       2.364142e+00       5.676460e-01       9.476506e-01       1.075815e-02       6.913891e-03       9.031973e-03
          80       2.370671e+00       5.800460e-01       9.494118e-01       1.535636e-02       6.658224e-03       1.189967e-02
          90       2.379358e+00       5.733917e-01       9.531297e-01       1.047209e-02       6.638745e-03       8.683239e-03
         100       2.379089e+00       5.680557e-01       9.534967e-01       1.564875e-02       1.090001e-02       1.330634e-02
         110       2.377375e+00       5.746378e-01       9.529322e-01       1.702599e-02       3.841043e-03       1.054989e-02
         120       2.372571e+00       5.735333e-01       9.510079e-01       2.102577e-02       1.531148e-02       1.833954e-02
         130       2.362677e+00       5.691446e-01       9.476906e-01       1.562199e-02       5.030986e-03       1.224400e-02
         140       2.351880e+00       5.592825e-01       9.438295e-01       2.065226e-02       9.367534e-03       1.699207e-02
         150       2.345181e+00       5.650395e-01       9.407772e-01       1.493273e-02       7.493660e-03       1.116262e-02
         160       2.344195e+00       5.734819e-01       9.393037e-01       2.061076e-02       1.111891e-02       1.560211e-02
         170       2.347319e+00       5.688590e-01       9.405289e-01       1.408455e-02       7.164667e-03       1.020686e-02
         180       2.353881e+00       5.746951e-01       9.433636e-01       1.589257e-02       8.829829e-03       1.110366e-02
         190       2.362648e+00       5.739490e-01       9.467972e-01       1.100527e-02       5.627360e-03       8.618689e-03
         200       2.369751e+00       5.786880e-01       9.496144e-01       1.386470e-02       4.704548e-03       9.831639e-03
         210       2.372923e+00       5.725478e-01       9.513030e-01       1.250284e-02       6.024836e-03       8.750399e-03
         220       2.373356e+00       5.701421e-01       9.519583e-01       1.192044e-02       4.497561e-03       8.288644e-03
         230       2.369980e+00       5.776754e-01       9.502525e-01       1.654986e-02       8.461634e-03       1.099153e-02
         240       2.365421e+00       5.776932e-01       9.477323e-01       1.120684e-02       5.883269e-03       9.454443e-03
         250       2.359119e+00       5.697363e-01       9.450842e-01       1.239886e-02       1.784963e-03       7.412347e-03
         260       2.352990e+00       5.754610e-01       9.422767e-01       6.997811e-03       5.601096e-03       6.362741e-03
         270       2.348013e+00       5.755039e-01       9.396832e-01       7.983823e-03       5.039252e-03       6.831426e-03
         280       2.348575e+00       5.813613e-01       9.396413e-01       5.797908e-03       4.316767e-03       5.193836e-03
         290       2.349566e+00       5.836862e-01       9.400194e-01       9.867971e-03       5.191488e-03       7.518880e-03
         300       2.354324e+00       5.753011e-01       9.424981e-01       7.812249e-03       4.890058e-03       6.357447e-03
         310       2.362694e+00       5.726542e-01       9.470975e-01       1.102829e-02       7.917367e-03       9.712161e-03
         320       2.370066e+00       5.742026e-01       9.504897e-01       1.329121e-02       5.206546e-03       1.031069e-02
         330       2.374058e+00       5.772993e-01       9.525542e-01       1.986386e-02       7.619666e-03       1.626701e-02
         340       2.375780e+00       5.685053e-01       9.544674e-01       2.262841e-02       9.619977e-03       1.462825e-02
         350       2.370858e+00       5.645391e-01       9.519074e-01       1.571220e-02       9.418128e-03       1.265734e-02
         360       2.362229e+00       5.766329e-01       9.470411e-01       1.470766e-02       8.523470e-03       1.138611e-02
         370       2.353659e+00       5.764656e-01       9.428239e-01       1.440974e-02       1.077584e-02       1.295591e-02
         380       2.345139e+00       5.691740e-01       9.394305e-01       1.498850e-02       9.810450e-03       1.224107e-02
         390       2.343593e+00       5.619088e-01       9.393238e-01       1.279225e-02       8.324470e-03       1.055011e-02
         400       2.347120e+00       5.677448e-01       9.402875e-01       1.368066e-02       8.797148e-03       1.124907e-02
         410       2.354023e+00       5.735430e-01       9.429140e-01       1.757815e-02       4.616259e-03       9.631825e-03
         420       2.364703e+00       5.650150e-01       9.478463e-01       1.207476e-02       6.468168e-03       9.917535e-03
         430       2.372257e+00       5.676187e-01       9.506872e-01       9.778491e-03       3.787953e-03       6.882677e-03
         440       2.376430e+00       5.822024e-01       9.516588e-01       1.220077e-02       5.464264e-03       9.882815e-03
         450       2.379258e+00       5.822455e-01       9.528508e-01       7.192523e-03       4.006606e-03       6.145141e-03
         460       2.378276e+00       5.746933e-01       9.526100e-01       8.522928e-03       4.060587e-03       7.339674e-03
         470       2.373886e+00       5.819442e-01       9.505871e-01       7.805077e-03       4.465374e-03       6.386673e-03
         480       2.368031e+00       5.742571e-01       9.482017e-01       1.151032e-02       7.369887e-03       8.472954e-03
         490       2.362549e+00       5.711871e-01       9.461701e-01       7.122592e-03       5.090130e-03       6.083003e-03
         500       2.354431e+00       5.745637e-01       9.427161e-01       7.980219e-03       6.076997e-03       6.801459e-03
         510       2.349688e+00       5.724384e-01       9.407789e-01       7.832705e-03       5.116841e-03       6.250336e-03
         520       2.348316e+00       5.657405e-01       9.406772e-01       9.622276e-03       4.437223e-03       6.586181e-03
         530       2.350359e+00       5.691752e-01       9.413089e-01       9.886564e-03       5.939439e-03       7.579052e-03
         540       2.354034e+00       5.797886e-01       9.425315e-01       1.016812e-02       2.634738e-03       7.252850e-03
         550       2.363892e+00       5.744781e-01       9.470452e-01       1.167106e-02       7.105822e-03       8.676182e-03
         560       2.371635e+00       5.754678e-01       9.502774e-01       1.622233e-02       6.913066e-03       1.050612e-02
         570       2.376800e+00       5.774552e-01       9.524334e-01       1.199086e-02       8.730452e-03       1.021232e-02
         580       2.380639e+00       5.750038e-01       9.550100e-01       1.068804e-02       8.997127e-03       9.536172e-03
         590       2.376196e+00       5.669887e-01       9.534257e-01       1.547626e-02       9.300184e-03       1.219517e-02
         600       2.367199e+00       5.750771e-01       9.493983e-01       1.594906e-02       9.680422e-03       1.390698e-02
         610       2.356257e+00       5.659643e-01       9.454657e-01       2.159353e-02       1.191204e-02       1.630940e-02
         620       2.344744e+00       5.672830e-01       9.402530e-01       1.845930e-02       8.666415e-03       1.220944e-02
         630       2.336027e+00       5.743484e-01       9.355297e-01       2.019338e-02       1.262127e-02       1.632960e-02
         640       2.336811e+00       5.734160e-01       9.356511e-01       1.127092e-02       7.308593e-03       8.896486e-03
         650       2.339997e+00       5.766324e-01       9.366834e-01       1.373356e-02       6.896802e-03       1.185661e-02
         660       2.349021e+00       5.714570e-01       9.403940e-01       8.246761e-03       4.676490e-03       6.399581e-03
         670       2.361815e+00       5.716242e-01       9.461783e-01       1.244640e-02       8.156299e-03       1.124817e-02
         680       2.372664e+00       5.794537e-01       9.505887e-01       1.146415e-02       5.936179e-03       9.827736e-03
         690       2.377234e+00       5.786489e-01       9.524395e-01       1.893044e-02       5.692905e-03       1.184698e-02
         700       2.380819e+00       5.766996e-01       9.544491e-01       1.385830e-02       7.512474e-03       9.724258e-03
         710       2.376832e+00       5.769853e-01       9.524794e-01       1.186770e-02       6.557247e-03       8.991077e-03
         720       2.370324e+00       5.812069e-01       9.492083e-01       9.366529e-03       2.899837e-03       7.558206e-03
         730       2.363290e+00       5.783577e-01       9.464201e-01       6.626051e-03       2.989464e-03       5.046485e-03
         740       2.356262e+00       5.724542e-01       9.434881e-01       8.160338e-03       5.406936e-03       6.864073e-03
         750       2.350233e+00       5.742672e-01       9.407994e-01       7.356540e-03       3.577696e-03       5.079271e-03
         760       2.348421e+00       5.772059e-01       9.401875e-01       7.350239e-03       4.506487e-03       6.276208e-03
         770       2.350053e+00       5.770833e-01       9.408764e-01       5.470943e-03       3.278146e-03       4.460919e-03
         780       2.353392e+00       5.759061e-01       9.420917e-01       8.884170e-03       5.586626e-03       7.119066e-03
         790       2.360434e+00       5.769678e-01       9.451360e-01       6.756082e-03       3.972600e-03       5.514600e-03
         800       2.367828e+00       5.717563e-01       9.484045e-01       9.145005e-03       5.304153e-03       6.957224e-03
         810       2.375497e+00       5.770488e-01       9.514782e-01       9.736817e-03       5.584558e-03       7.324282e-03
         820       2.380694e+00       5.772340e-01       9.539104e-01       1.410298e-02       8.437578e-03       1.114251e-02
         830       2.384323e+00       5.711000e-01       9.557681e-01       1.114879e-02       5.436553e-03       9.073298e-03
         840       2.379431e+00       5.736230e-01       9.534964e-01       2.116518e-02       1.004190e-02       1.382129e-02
         850       2.372805e+00       5.755850e-01       9.509979e-01       1.078214e-02       6.001733e-03       8.631755e-03
         860       2.360582e+00       5.689354e-01       9.462240e-01       1.131884e-02       8.521525e-03       1.003429e-02
         870       2.348273e+00       5.750326e-01       9.408969e-01       8.447115e-03       6.076999e-03       6.948274e-03
         880       2.341374e+00       5.672581e-01       9.381987e-01       1.768302e-02       1.109495e-02       1.437066e-02
         890       2.339204e+00       5.646549e-01       9.374838e-01       1.670779e-02       6.787120e-03       1.035161e-02
         900       2.341362e+00       5.711974e-01       9.383126e-01       1.583150e-02       1.021925e-02       1.321130e-02
         910       2.351623e+00       5.662887e-01       9.435019e-01       1.081971e-02       6.463573e-03       8.241546e-03
         920       2.363877e+00       5.665544e-01       9.484835e-01       1.322737e-02       9.406811e-03       1.094963e-02
         930       2.372073e+00       5.795380e-01       9.508539e-01       1.695395e-02       4.811345e-03       1.352356e-02
         940       2.380421e+00       5.697980e-01       9.544538e-01       1.212542e-02       7.011898e-03       1.014147e-02
         950       2.381573e+00       5.745010e-01       9.545185e-01       1.621412e-02       1.064647e-02       1.363808e-02
         960       2.376960e+00       5.833165e-01       9.517921e-01       1.022523e-02       6.454263e-03       8.530636e-03
         970       2.371517e+00       5.750754e-01       9.496048e-01       1.335210e-02       5.860640e-03       1.124858e-02
         980       2.363131e+00       5.715975e-01       9.462827e-01       6.804555e-03       3.063039e-03       5.413970e-03
