#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.380821e+00       5.830002e-01       9.534408e-01       1.123972e-02       7.445997e-03       9.902660e-03
          10       2.380314e+00       5.785761e-01       9.534344e-01       2.704940e-02       8.473248e-03       2.144941e-02
          20       2.377686e+00       5.721203e-01       9.536182e-01       1.800721e-02       1.124742e-02       1.418062e-02
          30       2.369239e+00       5.669236e-01       9.503392e-01       2.701733e-02       1.531362e-02       2.392457e-02
          40       2.360556e+00       5.641812e-01       9.471023e-01       1.845447e-02       1.093868e-02       1.377515e-02
          50       2.354057e+00       5.639266e-01       9.442018e-01       2.805790e-02       1.149161e-02       2.176182e-02
          60       2.348620e+00       5.643848e-01       9.414639e-01       1.575663e-02       9.514825e-03       1.296876e-02
          70       2.348184e+00       5.679077e-01       9.411118e-01       2.413942e-02       8.886023e-03       1.984445e-02
          80       2.355360e+00       5.571420e-01       9.454439e-01       1.254095e-02       6.692644e-03       1.093595e-02
          90       2.367724e+00       5.614019e-01       9.507885e-01       2.712179e-02       1.301641e-02       2.120969e-02
         100       2.378990e+00       5.713682e-01       9.561704e-01       3.816668e-02       1.402982e-02       2.661243e-02
         110       2.392359e+00       5.661643e-01       9.615859e-01       3.406426e-02       2.135777e-02       2.643938e-02
         120       2.389715e+00       5.642554e-01       9.594254e-01       3.714486e-02       1.126172e-02       2.010575e-02
         130       2.385075e+00       5.724812e-01       9.555648e-01       1.840578e-02       1.396966e-02       1.633393e-02
         140       2.374280e+00       5.607998e-01       9.529609e-01       2.093862e-02       1.555967e-02       1.829407e-02
         150       2.359596e+00       5.722401e-01       9.476394e-01       2.803340e-02       1.728965e-02       2.394302e-02
         160       2.339200e+00       5.674161e-01       9.395947e-01       3.224146e-02       2.410172e-02       2.841661e-02
         170       2.326897e+00       5.563969e-01       9.350596e-01       3.886418e-02       1.897872e-02       2.460837e-02
         180       2.318737e+00       5.542665e-01       9.304939e-01       3.910725e-02       2.272531e-02       2.817699e-02
         190       2.324044e+00       5.621973e-01       9.309152e-01       2.433904e-02       1.504643e-02       1.989476e-02
         200       2.338514e+00       5.773697e-01       9.358869e-01       2.782430e-02       8.746691e-03       2.197006e-02
         210       2.357417e+00       5.770216e-01       9.440317e-01       2.231449e-02       9.910417e-03       1.928695e-02
         220       2.374759e+00       5.743037e-01       9.525823e-01       3.234684e-02       2.340043e-02       2.695597e-02
         230       2.385024e+00       5.762118e-01       9.569708e-01       3.046297e-02       2.214181e-02       2.506753e-02
         240       2.384631e+00       5.742016e-01       9.561356e-01       3.084676e-02       1.102289e-02       2.176859e-02
         250       2.378166e+00       5.742042e-01       9.530423e-01       2.538850e-02       6.904760e-03       2.099990e-02
         260       2.361748e+00       5.719471e-01       9.464405e-01       2.153280e-02       1.544987e-02       1.864542e-02
         270       2.348170e+00       5.669365e-01       9.420938e-01       2.845258e-02       2.277945e-02       2.585966e-02
         280       2.340146e+00       5.592021e-01       9.399430e-01       2.792576e-02       1.686726e-02       2.123964e-02
         290       2.335542e+00       5.663509e-01       9.374092e-01       2.973005e-02       1.916628e-02       2.499845e-02
         300       2.339057e+00       5.664058e-01       9.383464e-01       2.290532e-02       1.318710e-02       1.717643e-02
         310       2.348208e+00       5.599762e-01       9.415009e-01       2.369867e-02       1.782717e-02       2.095972e-02
         320       2.362421e+00       5.708473e-01       9.460967e-01       1.235439e-02       6.235289e-03       1.083789e-02
         330       2.372504e+00       5.881723e-01       9.491209e-01       2.220751e-02       7.770220e-03       1.658447e-02
         340       2.385708e+00       5.787575e-01       9.551776e-01       1.159371e-02       5.042161e-03       9.610547e-03
         350       2.389668e+00       5.662196e-01       9.582137e-01       1.913913e-02       1.227879e-02       1.514280e-02
         360       2.391636e+00       5.715306e-01       9.595115e-01       1.618232e-02       1.389485e-02       1.490659e-02
         370       2.383654e+00       5.734979e-01       9.568903e-01       2.931421e-02       1.019824e-02       2.191594e-02
         380       2.378142e+00       5.610131e-01       9.556203e-01       1.887559e-02       1.206991e-02       1.575427e-02
         390       2.364446e+00       5.570788e-01       9.496150e-01       1.415090e-02       1.288312e-02       1.358440e-02
         400       2.354615e+00       5.742484e-01       9.434397e-01       1.775590e-02       8.370909e-03       1.363173e-02
         410       2.351614e+00       5.668901e-01       9.413867e-01       1.386471e-02       7.245558e-03       1.118146e-02
         420       2.349252e+00       5.813345e-01       9.403716e-01       2.176570e-02       7.977154e-03       1.543733e-02
         430       2.348131e+00       5.733861e-01       9.417222e-01       2.122841e-02       1.132048e-02       1.576148e-02
         440       2.350020e+00       5.561602e-01       9.464392e-01       5.683236e-02       1.997818e-02       3.499572e-02
         450       2.343606e+00       5.618317e-01       9.424953e-01       3.642003e-02       1.511542e-02       2.397302e-02
         460       2.329969e+00       5.707898e-01       9.330367e-01       2.874657e-02       2.234872e-02       2.455957e-02
         470       2.332658e+00       5.746502e-01       9.334836e-01       1.394167e-02       4.739081e-03       1.089829e-02
         480       2.333284e+00       5.705790e-01       9.343132e-01       3.537873e-02       2.227131e-02       3.083178e-02
         490       2.349537e+00       5.623292e-01       9.442735e-01       3.593471e-02       2.044333e-02       2.806955e-02
         500       2.361049e+00       5.546618e-01       9.491909e-01       6.067191e-02       3.597371e-02       4.755633e-02
         510       2.366165e+00       5.631242e-01       9.495714e-01       5.163962e-02       1.687397e-02       3.910497e-02
         520       2.360192e+00       5.710231e-01       9.453050e-01       4.998610e-02       1.352664e-02       3.292011e-02
         530       2.352024e+00       5.714176e-01       9.414933e-01       1.530863e-02       5.557129e-03       9.312477e-03
         540       2.351845e+00       5.667522e-01       9.421745e-01       2.582376e-02       1.544175e-02       2.263292e-02
         550       2.359245e+00       5.673482e-01       9.461573e-01       1.204694e-02       8.652045e-03       1.022736e-02
         560       2.365320e+00       5.716938e-01       9.484525e-01       3.083914e-02       1.177073e-02       2.459863e-02
         570       2.373401e+00       5.647036e-01       9.527203e-01       1.453311e-02       1.052361e-02       1.358881e-02
         580       2.379335e+00       5.618774e-01       9.550918e-01       2.467349e-02       1.770208e-02       2.058067e-02
         590       2.380481e+00       5.737999e-01       9.541639e-01       1.320235e-02       9.001650e-03       1.088838e-02
         600       2.379399e+00       5.814162e-01       9.526466e-01       2.341229e-02       8.196692e-03       1.833164e-02
         610       2.376485e+00       5.743414e-01       9.516307e-01       9.557902e-03       7.295031e-03       8.474623e-03
         620       2.367674e+00       5.786204e-01       9.477678e-01       1.994013e-02       5.641139e-03       1.619361e-02
         630       2.360571e+00       5.703614e-01       9.456613e-01       1.199071e-02       6.831726e-03       9.697260e-03
         640       2.356305e+00       5.583406e-01       9.452597e-01       2.083018e-02       6.023387e-03       1.678777e-02
         650       2.351496e+00       5.641563e-01       9.433305e-01       2.002110e-02       9.533258e-03       1.348330e-02
         660       2.351194e+00       5.701593e-01       9.428697e-01       2.969668e-02       1.220489e-02       1.977384e-02
         670       2.358428e+00       5.627453e-01       9.465219e-01       2.036148e-02       1.109949e-02       1.393210e-02
         680       2.364666e+00       5.658059e-01       9.480409e-01       2.042786e-02       1.560108e-02       1.866188e-02
         690       2.371805e+00       5.760023e-01       9.499695e-01       2.137984e-02       7.540038e-03       1.325376e-02
         700       2.383317e+00       5.705696e-01       9.561867e-01       1.875826e-02       8.635337e-03       1.614178e-02
         710       2.378854e+00       5.723596e-01       9.550638e-01       3.988181e-02       1.066915e-02       1.976329e-02
         720       2.369522e+00       5.760297e-01       9.513002e-01       2.631162e-02       1.948725e-02       2.400967e-02
         730       2.353456e+00       5.646304e-01       9.453033e-01       3.119089e-02       9.518160e-03       1.803739e-02
         740       2.333908e+00       5.648261e-01       9.353682e-01       2.262563e-02       1.501958e-02       1.866646e-02
         750       2.318028e+00       5.680194e-01       9.276466e-01       2.281616e-02       9.465154e-03       1.566076e-02
         760       2.318999e+00       5.716336e-01       9.277361e-01       2.501210e-02       1.004231e-02       2.051957e-02
         770       2.323656e+00       5.728506e-01       9.298383e-01       2.048554e-02       1.188071e-02       1.559683e-02
         780       2.340954e+00       5.648524e-01       9.381779e-01       2.483836e-02       1.334114e-02       1.983292e-02
         790       2.362062e+00       5.579617e-01       9.488876e-01       2.669929e-02       1.227757e-02       1.795244e-02
         800       2.379467e+00       5.744603e-01       9.553220e-01       2.649548e-02       1.744469e-02       2.397017e-02
         810       2.388322e+00       5.817366e-01       9.584059e-01       2.614425e-02       1.162843e-02       1.849543e-02
         820       2.389379e+00       5.667791e-01       9.585564e-01       2.416816e-02       8.830774e-03       1.996529e-02
         830       2.379135e+00       5.701572e-01       9.539469e-01       2.185427e-02       1.060506e-02       1.494221e-02
         840       2.363901e+00       5.743382e-01       9.470814e-01       2.772372e-02       1.646616e-02       2.449598e-02
         850       2.352240e+00       5.658094e-01       9.430289e-01       1.509077e-02       9.090328e-03       1.198941e-02
         860       2.340295e+00       5.636007e-01       9.383070e-01       3.055997e-02       1.326137e-02       2.384769e-02
         870       2.335844e+00       5.609685e-01       9.366848e-01       1.828730e-02       7.000572e-03       1.309702e-02
         880       2.340094e+00       5.624512e-01       9.379833e-01       3.220702e-02       7.722052e-03       2.384361e-02
         890       2.352835e+00       5.681618e-01       9.428401e-01       1.134146e-02       8.442747e-03       9.918750e-03
