#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.349008e+00       5.762848e-01       9.405381e-01       9.882907e-03       5.010301e-03       8.519583e-03
          10       2.359357e+00       5.779842e-01       9.445118e-01       2.057594e-02       1.104369e-02       1.531169e-02
          20       2.377433e+00       5.714186e-01       9.528222e-01       1.076238e-02       8.073704e-03       9.720898e-03
          30       2.386973e+00       5.652390e-01       9.570759e-01       1.322431e-02       9.848609e-03       1.130352e-02
          40       2.391841e+00       5.853375e-01       9.578139e-01       1.642365e-02       9.180179e-03       1.224640e-02
          50       2.390102e+00       5.851682e-01       9.569053e-01       1.531400e-02       9.885950e-03       1.211427e-02
          60       2.378521e+00       5.638215e-01       9.527555e-01       1.265005e-02       5.342061e-03       9.619328e-03
          70       2.362958e+00       5.705160e-01       9.457685e-01       1.233102e-02       6.662459e-03       1.037869e-02
          80       2.341320e+00       5.722290e-01       9.367174e-01       3.317465e-02       7.202902e-03       1.779129e-02
          90       2.330311e+00       5.740789e-01       9.324818e-01       1.347466e-02       6.065021e-03       1.069315e-02
         100       2.311346e+00       5.555840e-01       9.256934e-01       3.528297e-02       1.668819e-02       2.307764e-02
         110       2.318405e+00       5.616205e-01       9.292570e-01       2.520789e-02       9.789797e-03       1.678549e-02
         120       2.326023e+00       5.635511e-01       9.329322e-01       4.313154e-02       1.659522e-02       2.561387e-02
         130       2.351886e+00       5.722446e-01       9.431857e-01       1.618907e-02       6.642107e-03       1.150492e-02
         140       2.367985e+00       5.728371e-01       9.497840e-01       4.156094e-02       2.300450e-02       3.062657e-02
         150       2.388274e+00       5.766804e-01       9.577625e-01       2.053285e-02       1.157335e-02       1.597012e-02
         160       2.393772e+00       5.795067e-01       9.586512e-01       3.265593e-02       2.102692e-02       2.536302e-02
         170       2.391644e+00       5.853741e-01       9.572179e-01       2.324100e-02       1.276155e-02       1.648962e-02
         180       2.381914e+00       5.859968e-01       9.529539e-01       2.481392e-02       8.883499e-03       1.983725e-02
         190       2.368499e+00       5.739688e-01       9.479254e-01       1.914331e-02       9.750603e-03       1.587509e-02
         200       2.356371e+00       5.749877e-01       9.431039e-01       1.895048e-02       6.693616e-03       1.579823e-02
         210       2.343535e+00       5.762941e-01       9.377745e-01       2.063768e-02       9.523765e-03       1.722364e-02
         220       2.336405e+00       5.715549e-01       9.352467e-01       2.175116e-02       1.004904e-02       1.712375e-02
         230       2.334620e+00       5.600196e-01       9.353396e-01       2.808082e-02       1.408608e-02       2.193433e-02
         240       2.340184e+00       5.681465e-01       9.376675e-01       1.765539e-02       8.156965e-03       1.372596e-02
         250       2.349658e+00       5.751293e-01       9.407465e-01       2.346128e-02       7.900986e-03       1.976605e-02
         260       2.363796e+00       5.731572e-01       9.467843e-01       1.556338e-02       6.072303e-03       1.241559e-02
         270       2.376751e+00       5.747008e-01       9.522299e-01       2.727528e-02       8.358158e-03       2.214213e-02
         280       2.386211e+00       5.725484e-01       9.558925e-01       1.003203e-02       7.550565e-03       8.952515e-03
         290       2.390678e+00       5.886494e-01       9.568177e-01       2.869758e-02       1.741266e-02       2.281376e-02
         300       2.389778e+00       5.885686e-01       9.566048e-01       1.136836e-02       4.972283e-03       7.898634e-03
         310       2.376868e+00       5.711935e-01       9.512735e-01       2.939637e-02       9.434464e-03       2.296477e-02
         320       2.363023e+00       5.773262e-01       9.463615e-01       7.071338e-03       4.203681e-03       5.770237e-03
         330       2.345354e+00       5.570921e-01       9.395625e-01       3.045533e-02       1.872209e-02       2.609555e-02
         340       2.333870e+00       5.696743e-01       9.347767e-01       1.877801e-02       1.220265e-02       1.509191e-02
         350       2.322807e+00       5.673170e-01       9.306259e-01       3.157924e-02       2.462000e-02       2.729924e-02
         360       2.330129e+00       5.605142e-01       9.342913e-01       2.023509e-02       1.287930e-02       1.530470e-02
         370       2.339846e+00       5.582118e-01       9.378458e-01       3.007397e-02       2.007784e-02       2.563477e-02
         380       2.357209e+00       5.759009e-01       9.439687e-01       2.139424e-02       9.874940e-03       1.814435e-02
         390       2.374097e+00       5.712073e-01       9.506153e-01       2.821005e-02       1.240197e-02       2.200907e-02
         400       2.386095e+00       5.781223e-01       9.554969e-01       1.978951e-02       1.093391e-02       1.565014e-02
         410       2.391272e+00       5.832712e-01       9.572934e-01       2.202866e-02       9.120218e-03       1.823682e-02
         420       2.386712e+00       5.792534e-01       9.556681e-01       2.460699e-02       1.472884e-02       1.803040e-02
         430       2.380412e+00       5.780411e-01       9.531913e-01       2.131207e-02       6.554784e-03       1.779803e-02
         440       2.367882e+00       5.754225e-01       9.481973e-01       2.002297e-02       9.389159e-03       1.644206e-02
         450       2.357303e+00       5.781722e-01       9.437955e-01       1.798550e-02       4.146095e-03       1.450106e-02
         460       2.346048e+00       5.777741e-01       9.392341e-01       1.878091e-02       7.398286e-03       1.616411e-02
         470       2.340356e+00       5.692344e-01       9.370427e-01       1.981279e-02       8.631006e-03       1.582031e-02
         480       2.338404e+00       5.656126e-01       9.361896e-01       2.318884e-02       1.592203e-02       1.970854e-02
         490       2.342348e+00       5.757037e-01       9.375536e-01       1.883711e-02       6.679263e-03       1.374497e-02
         500       2.351716e+00       5.791401e-01       9.409681e-01       2.294030e-02       5.243421e-03       1.889595e-02
         510       2.363184e+00       5.745198e-01       9.457603e-01       1.503630e-02       7.904589e-03       1.278081e-02
         520       2.376399e+00       5.804526e-01       9.509123e-01       2.352837e-02       6.565414e-03       1.975454e-02
         530       2.384731e+00       5.769466e-01       9.545277e-01       1.271563e-02       9.772898e-03       1.167397e-02
         540       2.391597e+00       5.858145e-01       9.571397e-01       2.728168e-02       1.009468e-02       2.362427e-02
         550       2.387630e+00       5.788392e-01       9.560585e-01       1.679497e-02       1.001053e-02       1.308644e-02
         560       2.379198e+00       5.762807e-01       9.526037e-01       2.676066e-02       9.466474e-03       2.278032e-02
         570       2.364707e+00       5.699674e-01       9.475386e-01       1.201520e-02       6.351624e-03       9.299563e-03
         580       2.347746e+00       5.605334e-01       9.406583e-01       2.942416e-02       1.458513e-02       2.510291e-02
         590       2.334627e+00       5.651173e-01       9.352843e-01       2.098135e-02       1.382239e-02       1.683954e-02
         600       2.325429e+00       5.603074e-01       9.315381e-01       3.334787e-02       2.460569e-02       2.831890e-02
         610       2.329985e+00       5.695906e-01       9.335714e-01       2.222734e-02       8.774850e-03       1.503802e-02
         620       2.335485e+00       5.598123e-01       9.355036e-01       2.546379e-02       2.238070e-02       2.344248e-02
         630       2.354382e+00       5.773345e-01       9.426532e-01       1.772160e-02       7.400845e-03       1.516780e-02
         640       2.368333e+00       5.735970e-01       9.482491e-01       2.400897e-02       1.820775e-02       2.060710e-02
         650       2.384232e+00       5.815975e-01       9.545085e-01       1.707870e-02       1.003761e-02       1.298182e-02
         660       2.390603e+00       5.772532e-01       9.572504e-01       2.507841e-02       1.578188e-02       2.034042e-02
         670       2.391589e+00       5.778601e-01       9.580792e-01       2.185940e-02       1.096874e-02       1.556348e-02
         680       2.383725e+00       5.825518e-01       9.547591e-01       2.473769e-02       1.542632e-02       1.843870e-02
         690       2.369939e+00       5.772807e-01       9.495457e-01       1.817380e-02       7.116308e-03       1.022500e-02
         700       2.357331e+00       5.709734e-01       9.445645e-01       2.015896e-02       9.889492e-03       1.761323e-02
         710       2.339310e+00       5.735160e-01       9.371332e-01       1.420906e-02       8.055549e-03       1.013921e-02
         720       2.332886e+00       5.660329e-01       9.342788e-01       1.758909e-02       1.178458e-02       1.564862e-02
         730       2.329806e+00       5.621973e-01       9.333606e-01       2.758725e-02       1.004966e-02       1.596611e-02
         740       2.336755e+00       5.715588e-01       9.354442e-01       1.795807e-02       9.855578e-03       1.582909e-02
         750       2.345646e+00       5.757782e-01       9.385960e-01       1.529786e-02       1.221167e-02       1.375631e-02
         760       2.364423e+00       5.792317e-01       9.462793e-01       1.506599e-02       7.776287e-03       1.284479e-02
         770       2.376038e+00       5.823991e-01       9.508574e-01       1.555826e-02       1.209150e-02       1.392165e-02
         780       2.385908e+00       5.875456e-01       9.547616e-01       1.796075e-02       6.765881e-03       1.302737e-02
         790       2.390919e+00       5.780071e-01       9.574773e-01       1.748555e-02       1.438657e-02       1.599066e-02
         800       2.391258e+00       5.735025e-01       9.576891e-01       1.763465e-02       1.164299e-02       1.497500e-02
         810       2.383776e+00       5.817190e-01       9.541940e-01       3.588349e-02       9.953083e-03       2.282144e-02
         820       2.373725e+00       5.749062e-01       9.507970e-01       2.432328e-02       8.021017e-03       1.576988e-02
         830       2.361122e+00       5.696653e-01       9.461567e-01       2.312517e-02       7.924030e-03       1.850551e-02
         840       2.346396e+00       5.668445e-01       9.398328e-01       1.649857e-02       1.224050e-02       1.506124e-02
         850       2.335974e+00       5.755424e-01       9.351005e-01       2.504445e-02       1.045407e-02       2.028994e-02
         860       2.331995e+00       5.667817e-01       9.339081e-01       1.634352e-02       1.076974e-02       1.465221e-02
         870       2.334173e+00       5.701962e-01       9.344423e-01       2.581617e-02       1.128690e-02       2.215764e-02
         880       2.341753e+00       5.766393e-01       9.369756e-01       2.151504e-02       1.294759e-02       1.779541e-02
         890       2.356841e+00       5.760652e-01       9.429285e-01       2.569298e-02       9.778495e-03       2.130228e-02
         900       2.373553e+00       5.758558e-01       9.500854e-01       1.919843e-02       8.120885e-03       1.625265e-02
         910       2.385299e+00       5.903982e-01       9.545401e-01       2.870293e-02       6.467826e-03       2.210270e-02
         920       2.392447e+00       5.894711e-01       9.579169e-01       2.376810e-02       1.202609e-02       2.077570e-02
         930       2.392229e+00       5.711519e-01       9.586665e-01       3.036259e-02       2.023444e-02       2.601285e-02
         940       2.382300e+00       5.717422e-01       9.545357e-01       2.448972e-02       1.352133e-02       2.216201e-02
