#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
         200       2.670905e+00       5.766729e-01       1.068721e+00       2.154979e-02       1.066950e-02       1.510646e-02
         210       2.684179e+00       6.202627e-01       1.073982e+00       2.863490e-02       2.326420e-02       2.630085e-02
         220       2.708132e+00       6.051225e-01       1.083739e+00       3.397929e-02       1.135912e-02       2.779296e-02
         230       2.726335e+00       5.528266e-01       1.091506e+00       4.186559e-02       2.572336e-02       3.164895e-02
         240       2.746160e+00       5.202354e-01       1.099978e+00       5.153459e-02       1.759520e-02       3.182578e-02
         250       2.754444e+00       5.230193e-01       1.103241e+00       4.954125e-02       1.205369e-02       2.764948e-02
         260       2.755447e+00       5.500659e-01       1.103346e+00       4.237760e-02       2.714055e-02       3.134368e-02
         270       2.747234e+00       5.958560e-01       1.099625e+00       3.888013e-02       1.374058e-02       3.154830e-02
         280       2.730203e+00       6.493222e-01       1.092227e+00       2.737569e-02       1.003342e-02       2.353977e-02
         290       2.711554e+00       6.077785e-01       1.084730e+00       1.964519e-02       1.301562e-02       1.570129e-02
         300       2.683827e+00       5.726403e-01       1.074335e+00       3.512497e-02       1.549168e-02       2.430835e-02
         310       2.657328e+00       5.693001e-01       1.064339e+00       4.516835e-02       2.805596e-02       3.458795e-02
         320       2.624409e+00       5.809352e-01       1.051558e+00       5.119733e-02       3.212683e-02       4.212340e-02
         330       2.599445e+00       5.799958e-01       1.040759e+00       3.274202e-02       1.792571e-02       2.826245e-02
         340       2.583199e+00       5.914873e-01       1.033335e+00       2.032435e-02       1.535454e-02       1.740547e-02
         350       2.591130e+00       6.117041e-01       1.036679e+00       3.031744e-02       1.057459e-02       2.436738e-02
         360       2.621192e+00       5.598399e-01       1.049740e+00       4.257881e-02       3.895295e-02       4.107618e-02
         370       2.675366e+00       4.991410e-01       1.073018e+00       8.423295e-02       3.700057e-02       5.599486e-02
         380       2.737102e+00       4.965650e-01       1.097510e+00       7.910390e-02       2.699592e-02       4.831720e-02
         390       2.790776e+00       5.528583e-01       1.116977e+00       5.984684e-02       2.102491e-02       3.449999e-02
         400       2.824042e+00       6.348138e-01       1.129763e+00       2.718610e-02       6.042274e-03       2.153911e-02
         410       2.818789e+00       6.275759e-01       1.128272e+00       5.499994e-02       1.977234e-02       4.071268e-02
         420       2.798421e+00       5.488812e-01       1.121134e+00       5.328354e-02       3.732308e-02       4.385316e-02
         430       2.754172e+00       5.224564e-01       1.103622e+00       6.160537e-02       2.546861e-02       4.024799e-02
         440       2.706147e+00       5.370616e-01       1.083435e+00       4.633201e-02       1.569361e-02       2.669345e-02
         450       2.658301e+00       5.632226e-01       1.063971e+00       3.186657e-02       2.200613e-02       2.671807e-02
         460       2.621196e+00       5.899073e-01       1.049100e+00       3.196887e-02       2.434616e-02       2.882347e-02
         470       2.602939e+00       6.277869e-01       1.041368e+00       2.727716e-02       1.335616e-02       2.424268e-02
         480       2.605449e+00       6.224216e-01       1.042270e+00       1.543769e-02       1.189406e-02       1.450683e-02
         490       2.627240e+00       6.147345e-01       1.051233e+00       1.400169e-02       1.117676e-02       1.287213e-02
         500       2.653543e+00       6.068816e-01       1.062091e+00       3.226901e-02       1.893507e-02       2.565488e-02
         510       2.685952e+00       5.938072e-01       1.075488e+00       4.129124e-02       2.660372e-02       3.312984e-02
         520       2.712002e+00       5.915093e-01       1.085762e+00       4.241807e-02       2.478522e-02       3.123831e-02
         530       2.735529e+00       6.096277e-01       1.094397e+00       1.413004e-02       1.002548e-02       1.254962e-02
         540       2.747994e+00       6.339734e-01       1.099173e+00       1.874674e-02       1.019580e-02       1.535131e-02
         550       2.751415e+00       6.337426e-01       1.100864e+00       3.535561e-02       1.560343e-02       2.946056e-02
         560       2.744816e+00       5.477756e-01       1.099215e+00       4.757916e-02       2.760556e-02       3.756822e-02
         570       2.734091e+00       4.859211e-01       1.096444e+00       8.443172e-02       2.646372e-02       4.923974e-02
         580       2.723168e+00       4.848085e-01       1.091635e+00       7.753010e-02       1.157116e-02       3.905246e-02
         590       2.708735e+00       5.320495e-01       1.084671e+00       4.705253e-02       2.432876e-02       3.255717e-02
         600       2.704357e+00       6.186056e-01       1.082163e+00       3.503387e-02       7.538562e-03       2.813242e-02
         610       2.697372e+00       6.167438e-01       1.079448e+00       4.330241e-02       3.523773e-02       3.953188e-02
         620       2.698749e+00       5.759097e-01       1.081392e+00       4.948948e-02       2.578699e-02       3.668365e-02
         630       2.680966e+00       5.528569e-01       1.074566e+00       6.637532e-02       1.970846e-02       3.654390e-02
         640       2.643604e+00       5.711894e-01       1.058885e+00       4.141164e-02       2.690507e-02       3.459608e-02
         650       2.600801e+00       5.953841e-01       1.041166e+00       4.404296e-02       2.721905e-02       3.829498e-02
         660       2.580171e+00       5.998587e-01       1.032389e+00       3.473117e-02       2.051230e-02       2.928765e-02
         670       2.594729e+00       5.246688e-01       1.038917e+00       5.159883e-02       2.189372e-02       3.349545e-02
         680       2.633683e+00       5.045100e-01       1.055022e+00       5.811703e-02       1.432108e-02       3.364581e-02
         690       2.692499e+00       5.157511e-01       1.078597e+00       5.474144e-02       2.263162e-02       3.705825e-02
         700       2.743585e+00       5.469837e-01       1.099025e+00       5.220675e-02       3.486614e-02       4.158278e-02
         710       2.793406e+00       6.188073e-01       1.117905e+00       3.026424e-02       9.232399e-03       2.534577e-02
         720       2.822129e+00       6.330604e-01       1.128993e+00       1.693420e-02       1.505378e-02       1.573135e-02
         730       2.829778e+00       6.420991e-01       1.131963e+00       2.448823e-02       1.225694e-02       1.887627e-02
         740       2.801708e+00       6.391561e-01       1.121042e+00       4.118250e-02       2.383608e-02       3.066294e-02
         750       2.749272e+00       6.266731e-01       1.100671e+00       4.238618e-02       3.158313e-02       3.699534e-02
         760       2.685659e+00       6.245077e-01       1.074877e+00       3.373701e-02       2.299917e-02       2.727149e-02
         770       2.624158e+00       6.155134e-01       1.049755e+00       1.284382e-02       8.494115e-03       1.070192e-02
         780       2.583214e+00       6.095635e-01       1.033382e+00       2.385086e-02       9.904368e-03       1.759534e-02
         790       2.559667e+00       6.122600e-01       1.024006e+00       3.390369e-02       1.925993e-02       2.597768e-02
         800       2.566804e+00       6.163234e-01       1.026934e+00       2.960060e-02       5.695701e-03       2.241572e-02
         810       2.594380e+00       5.886560e-01       1.038075e+00       2.251118e-02       1.360913e-02       1.705310e-02
         820       2.643533e+00       5.944324e-01       1.057540e+00       1.446963e-02       9.722839e-03       1.144447e-02
         830       2.696919e+00       6.013209e-01       1.078926e+00       2.362090e-02       1.809769e-02       2.069640e-02
         840       2.751144e+00       5.988756e-01       1.100935e+00       2.961718e-02       1.294420e-02       2.485025e-02
         850       2.797009e+00       6.089271e-01       1.119233e+00       2.695782e-02       1.582049e-02       2.343044e-02
         860       2.828771e+00       6.421604e-01       1.131411e+00       1.452434e-02       1.019193e-02       1.224816e-02
         870       2.838363e+00       6.651722e-01       1.135203e+00       1.498296e-02       1.010776e-02       1.295575e-02
         880       2.817593e+00       6.713006e-01       1.127167e+00       3.202102e-02       2.474262e-02       2.769489e-02
         890       2.775249e+00       6.320092e-01       1.110294e+00       3.194808e-02       9.518123e-03       2.609884e-02
         900       2.710298e+00       5.960255e-01       1.084564e+00       3.018564e-02       2.666121e-02       2.852654e-02
         910       2.643635e+00       5.693348e-01       1.057892e+00       2.045899e-02       1.211702e-02       1.545188e-02
         920       2.576571e+00       5.524678e-01       1.031202e+00       2.605511e-02       1.716719e-02       2.243430e-02
         930       2.532365e+00       5.595243e-01       1.014184e+00       4.241860e-02       2.600337e-02       3.648538e-02
         940       2.517790e+00       5.745509e-01       1.008218e+00       4.214870e-02       3.707945e-02       3.886565e-02
         950       2.544397e+00       5.907411e-01       1.018065e+00       2.927053e-02       2.012426e-02       2.477979e-02
         960       2.600487e+00       5.985397e-01       1.040363e+00       1.932359e-02       1.303919e-02       1.610340e-02
         970       2.674990e+00       6.038753e-01       1.070830e+00       2.706042e-02       1.977301e-02       2.440552e-02
         980       2.760508e+00       6.167077e-01       1.105228e+00       4.610785e-02       3.299572e-02       3.765772e-02
         990       2.822634e+00       6.384047e-01       1.129772e+00       5.759735e-02       3.239666e-02       4.095954e-02
        1000       2.859322e+00       6.241999e-01       1.144234e+00       2.979022e-02       1.705395e-02       2.611694e-02
